1335607037 0 2
1335610137 60 2
1335610236 61 2
1335610467 67 2
1335612410 75 2
1335612585 81 2
1335613148 87 2
1335613322 93 2
1335618275 130 2
1335618499 138 2
1335618663 145 2
1335620698 154 2
1335627310 248 2
1335627530 270 2
1335681071 286 2
1335686325 1248 2
1335686517 1254 2
1335686583 1254 2
1335698207 2144 2
1335698426 2160 2
